gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,group
MEX3D,NA,-0.046794211,0.429,0.271,NA,NO
PBLD,0.715835619,-0.046853813,0.529,0.471,1,NO
PKM,0.391400002,-0.04711379,1,0.971,1,NO
PCSK2,0.961840008,-0.047118107,0.971,0.971,1,NO
UHRF2P1,0.844087156,-0.047305715,0.114,0.114,1,NO
THRAP3,0.794145124,-0.047361546,0.971,0.986,1,NO
SPG20,0.9992266,-0.047367145,0.929,0.786,1,NO
ADAMTS1,0.503436403,-0.047465947,0.286,0.314,1,NO
MLF1,0.230981752,-0.047500945,0.929,0.914,1,NO
AKAP7,NA,-0.047570114,0.829,0.614,NA,NO
MRS2,NA,-0.047704474,0.571,0.5,NA,NO
VWA5B2,0.858967871,-0.047718655,0.871,0.686,1,NO
CEACAM8,0.892551121,-0.047828525,0.1,0.043,1,NO
ERC2-IT1,0.77746712,-0.048032696,0.429,0.371,1,NO
LDLRAD3,0.731309913,-0.048087194,0.857,0.757,1,NO
TMEM47,0.340478156,-0.048094288,0.614,0.514,1,NO
DNM3OS,0.956847271,-0.048194712,0.386,0.271,1,NO
FAM66A,0.592233262,-0.048543852,0.771,0.7,1,NO
STARD9,0.925809286,-0.048558734,0.814,0.743,1,NO
NXF5,0.917917396,-0.048634775,0.171,0.129,1,NO
CLEC18A,0.856423183,-0.0489096,0.129,0.1,1,NO
LINC01098,0.626885448,-0.0489096,0.214,0.157,1,NO
HSD17B2,0.81576983,-0.0489096,0.1,0.071,1,NO
SKOR1,0.88921176,-0.0489096,0.114,0.086,1,NO
FAM219B,0.685255183,-0.048960417,0.829,0.586,1,NO
LINCR-0002,0.915063557,-0.0490019,0.8,0.786,1,NO
ANKH,0.871163101,-0.049048181,0.943,0.957,1,NO
LINC01032,NA,-0.049075992,0.314,0.214,NA,NO
TBC1D2B,0.581705562,-0.049163255,0.686,0.5,1,NO
CEBPZ,0.652202864,-0.049182175,0.843,0.786,1,NO
ANKRD20A4,0.74333634,-0.04918755,0.457,0.343,1,NO
GTF2B,0.765274009,-0.049193031,0.914,0.814,1,NO
TTN-AS1,0.968270626,-0.04930764,0.529,0.457,1,NO
FAM227A,0.384931041,-0.049388027,0.529,0.614,1,NO
CARD14,NA,-0.049388027,0.271,0.357,NA,NO
CCDC92,0.795275454,-0.049420186,1,0.914,1,NO
VEGFC,0.877120664,-0.049468676,0.114,0.071,1,NO
RPL9P32,0.926182456,-0.049468676,0.129,0.043,1,NO
GPR4,NA,-0.049468676,0.2,0.114,NA,NO
KDM7A,0.850338716,-0.049572596,0.914,0.857,1,NO
HNRNPH3,0.944907639,-0.049739275,0.971,0.957,1,NO
MAP3K1,0.534872641,-0.049904906,0.571,0.357,1,NO
SAP30L-AS1,0.581868013,-0.049925225,0.343,0.214,1,NO
SYNE4,NA,-0.049925225,0.186,0.129,NA,NO
EEF1DP2,0.842135914,-0.050040682,0.157,0.129,1,NO
AQP7,0.918698218,-0.050040682,0.129,0.071,1,NO
KIF14,NA,-0.050123479,0.286,0.414,NA,NO
08-Sep,0.714843141,-0.050273206,0.857,0.771,1,NO
TMED9,NA,-0.050360961,0.657,0.429,NA,NO
ZC3H7A,0.88470365,-0.05039301,0.886,0.786,1,NO
CDC23,0.706121983,-0.050415439,0.586,0.386,1,NO
PINX1,0.599757886,-0.050583806,0.529,0.4,1,NO
KRR1P1,0.872277429,-0.050626073,0.229,0.171,1,NO
SLITRK1,NA,-0.050715065,0.486,0.4,NA,NO
NIPBL,0.470075196,-0.050758472,0.986,0.957,1,NO
CPLX2,NA,-0.051080553,0.929,0.814,NA,NO
RPS14P4,0.872583185,-0.051138849,0.329,0.329,1,NO
USHBP1,0.824071995,-0.051225323,0.171,0.171,1,NO
ARRDC3,0.674548028,-0.051269728,0.771,0.686,1,NO
TMEM8C,NA,-0.05134688,0.157,0.043,NA,NO
SLC3A1,0.568479731,-0.051400995,0.929,0.714,1,NO
SUGT1P1,NA,-0.051530301,0.243,0.171,NA,NO
FGF14,0.436412477,-0.051556594,1,1,1,NO
PINK1-AS,0.780869308,-0.05166212,0.486,0.357,1,NO
CMC2,0.841815465,-0.052137914,0.971,0.914,1,NO
B3GALT2,0.583911618,-0.052294507,0.243,0.214,1,NO
GSTA10P,0.89961425,-0.05246742,0.057,0.143,1,NO
RFPL3S,0.816310147,-0.05246742,0.243,0.186,1,NO
SFXN3,0.620100479,-0.052685175,0.557,0.471,1,NO
CLDN20,NA,-0.05270705,0.129,0.071,NA,NO
BMS1,0.746088116,-0.052753987,0.929,0.9,1,NO
TCTE3,0.656696834,-0.052787414,0.314,0.229,1,NO
SRD5A3-AS1,NA,-0.052851882,0.157,0.1,NA,NO
MRRF,0.721832941,-0.052851882,0.7,0.543,1,NO
CHRNA3,NA,-0.05294888,0.2,0.114,NA,NO
RPL10AP1,0.919534418,-0.053111336,0.114,0.014,1,NO
ASB7,NA,-0.053204617,0.414,0.271,NA,NO
LEO1,0.978231528,-0.053254981,0.843,0.714,1,NO
LINC01123,0.774804987,-0.053298226,0.529,0.5,1,NO
CCDC137,0.346314324,-0.053329502,0.529,0.357,1,NO
EDC3,0.633579398,-0.053418207,0.729,0.629,1,NO
DDX17,0.269331327,-0.053507611,0.986,0.957,1,NO
ZNF767P,0.695433043,-0.053520312,0.929,0.857,1,NO
SLC51A,NA,-0.053637964,0.386,0.243,NA,NO
ADAMTS6,NA,-0.053771256,0.471,0.571,NA,NO
POLRMTP1,0.873128601,-0.053771256,0.086,0.114,1,NO
PHC1,0.728601281,-0.053813046,0.686,0.614,1,NO
TMEM136,0.529332889,-0.053900049,0.314,0.343,1,NO
UGCG,0.766194932,-0.053901205,0.886,0.857,1,NO
SLCO1A2,0.950348198,-0.053938807,0.186,0.214,1,NO
SOX2-OT,0.17060455,-0.05415049,0.857,0.829,1,NO
CDC42BPB,0.806635579,-0.05416831,0.957,0.929,1,NO
LIN7A,0.997154099,-0.054199972,0.943,0.843,1,NO
C19orf44,0.913670139,-0.054252759,0.5,0.443,1,NO
LINC00238,NA,-0.054252759,0.343,0.257,NA,NO
CBR4,0.476361549,-0.054335407,0.7,0.471,1,NO
PFN1P4,0.952483264,-0.054447784,0.071,0.1,1,NO
RAPGEF2,0.71050973,-0.054539752,0.986,0.986,1,NO
ANAPC5,0.905947221,-0.054542437,0.957,0.9,1,NO
FER,0.426525871,-0.054632966,0.971,0.957,1,NO
DEPDC4,0.775803955,-0.054753959,0.571,0.429,1,NO
PAPLN,0.809946635,-0.05502068,0.457,0.386,1,NO
EBP,NA,-0.055065701,0.471,0.414,NA,NO
TRAPPC5,0.873657308,-0.055150021,0.943,0.714,1,NO
KIF5B,0.855760146,-0.055155981,0.971,0.9,1,NO
WDR19,0.944093091,-0.055223733,0.886,0.843,1,NO
CACNG4,0.661894873,-0.055327074,0.471,0.429,1,NO
SPARCL1,0.088268,-0.055482458,0.971,0.957,1,NO
LARP4B,0.49160034,-0.055566785,0.971,0.986,1,NO
CYP51A1,0.466050051,-0.055594498,0.914,0.9,1,NO
NBN,0.472137231,-0.055681927,0.914,0.786,1,NO
FAXDC2,0.8597029,-0.055747426,0.7,0.557,1,NO
HSPE1P7,0.881558567,-0.055853235,0.071,0.1,1,NO
ELDR,0.887109835,-0.055853235,0.029,0.129,1,NO
LINC00381,0.90367964,-0.055853235,0.071,0.1,1,NO
MIR1248,0.948707875,-0.055853235,0.057,0.129,1,NO
UBE4A,0.954615535,-0.05595993,0.8,0.629,1,NO
PKD2L2,0.321673968,-0.055961575,0.771,0.686,1,NO
PRR3,0.466948386,-0.055962257,0.614,0.529,1,NO
LHFPL3,0.733998373,-0.056034035,0.657,0.629,1,NO
GCA,0.995631282,-0.056109906,0.729,0.514,1,NO
CDC14B,0.919369696,-0.056168566,0.957,0.871,1,NO
ORMDL3,0.691877789,-0.056235234,0.514,0.4,1,NO
SETD1A,0.550194965,-0.056275512,0.771,0.729,1,NO
ZNF440,0.713163167,-0.056300397,0.6,0.514,1,NO
GRIPAP1,0.649949412,-0.056355452,0.943,0.871,1,NO
PACRG,0.993998723,-0.056428091,0.929,0.857,1,NO
ZNF7,NA,-0.056455768,0.686,0.5,NA,NO
ACYP1,0.740679173,-0.056583528,0.614,0.514,1,NO
PRAMEF20,0.909124956,-0.056583528,0.057,0.1,1,NO
UHRF1BP1L,0.357405668,-0.056691254,0.943,0.929,1,NO
CPSF3,0.37264775,-0.056705744,0.743,0.714,1,NO
SBF2-AS1,0.779368011,-0.056862337,0.443,0.271,1,NO
TMEM207,0.721725653,-0.057030945,0.071,0.143,1,NO
TNFRSF11A,0.911897257,-0.057173708,0.7,0.571,1,NO
ZDHHC2,0.975231072,-0.057243952,0.857,0.757,1,NO
YWHAZ,0.87898136,-0.057253839,1,0.971,1,NO
BTBD10P1,0.88486125,-0.057333175,0.057,0.1,1,NO
TTLL10-AS1,0.888639019,-0.057333175,0.043,0.1,1,NO
FMO3,0.889880788,-0.057333175,0.043,0.1,1,NO
MIR6758,0.906240994,-0.057333175,0.057,0.1,1,NO
GINS3,NA,-0.057523701,0.171,0.171,NA,NO
IL15,NA,-0.057610723,0.229,0.186,NA,NO
NAA38,0.368987186,-0.0576523,1,0.843,1,NO
ABCA11P,0.761032101,-0.057715498,0.686,0.586,1,NO
CNTN6,0.280788551,-0.058156806,0.714,0.614,1,NO
BCL2L2,NA,-0.058189764,0.514,0.371,NA,NO
RPA3,NA,-0.058310664,0.514,0.314,NA,NO
LMTK3,0.200602133,-0.058402774,0.9,0.886,1,NO
TMPRSS13,NA,-0.058416686,0.114,0.057,NA,NO
OTUD5,0.073667566,-0.058603671,0.929,0.786,1,NO
MRPL48,0.818277388,-0.058641668,0.857,0.686,1,NO
AP1AR,0.964583159,-0.058772194,0.671,0.729,1,NO
MAPK4,0.339918888,-0.058848919,0.943,0.8,1,NO
ATP2B1,0.86236245,-0.059065316,0.986,0.986,1,NO
EFCAB6,0.719833922,-0.059159377,0.914,0.871,1,NO
DICER1,0.79962952,-0.059202254,0.929,0.771,1,NO
RBM6,0.409341168,-0.059206163,1,1,1,NO
TCF20,0.442457056,-0.059374816,0.943,0.857,1,NO
ALS2CL,0.667372693,-0.059389659,0.643,0.457,1,NO
ESPN,0.837659039,-0.059501012,0.129,0.114,1,NO
CACUL1,0.887227536,-0.059538795,0.929,0.914,1,NO
ASLP1,NA,-0.059623983,0.286,0.243,NA,NO
GREB1L,0.586833101,-0.059638384,0.871,0.857,1,NO
LCA5L,0.784444969,-0.059781228,0.4,0.271,1,NO
JADE3,0.783804408,-0.059871456,0.5,0.586,1,NO
SNORD6,0.746013002,-0.05994254,0.129,0.157,1,NO
NME6,0.999965365,-0.060037583,0.443,0.343,1,NO
ZNF134,NA,-0.060120992,0.286,0.243,NA,NO
IFT57,0.655103055,-0.060239694,0.943,0.886,1,NO
CEP57,0.826133557,-0.060337019,0.914,0.829,1,NO
CDCA8,NA,-0.060464641,0.286,0.286,NA,NO
RHOF,0.825526438,-0.060541542,0.229,0.229,1,NO
PRKXP1,0.655815082,-0.060541542,0.471,0.3,1,NO
MOB4,0.644272326,-0.060662782,0.371,0.343,1,NO
SCN4A,NA,-0.060662782,0.186,0.229,NA,NO
CCBL1,0.29701505,-0.060690128,0.886,0.786,1,NO
USP31,0.289039711,-0.060693338,0.914,0.871,1,NO
CYCSP52,0.97036693,-0.060754031,0.114,0.071,1,NO
DNAJB14,0.551985922,-0.060868479,0.9,0.8,1,NO
ILDR2,0.717430386,-0.060934257,0.757,0.729,1,NO
KCTD10,0.816728378,-0.061010996,0.614,0.514,1,NO
PKD1P5,0.88958823,-0.061075577,0.6,0.571,1,NO
DHX34,0.616104868,-0.061400545,0.843,0.743,1,NO
FPGT-TNNI3K,0.958858576,-0.061400545,0.229,0.186,1,NO
SERBP1P3,NA,-0.061400545,0.114,0.129,NA,NO
LDHAP2,0.906048093,-0.061400545,0.114,0.1,1,NO
EGLN2,0.976588894,-0.061400545,0.171,0.171,1,NO
PDE1A,0.706077847,-0.06160225,0.943,0.957,1,NO
VPS36,0.938897371,-0.061854056,0.943,0.871,1,NO
FYTTD1,0.551108168,-0.061959707,0.957,0.929,1,NO
MRM1,0.417870796,-0.0622283,0.529,0.271,1,NO
KIAA0930,0.282350059,-0.062332472,1,0.943,1,NO
TMEM196,0.373289426,-0.062447053,0.871,0.743,1,NO
SNORD114-11,0.618449934,-0.062464087,0.1,0.214,1,NO
HAS3,NA,-0.062464087,0.143,0.071,NA,NO
CTTNBP2NL,NA,-0.062673237,0.957,0.886,NA,NO
CTXN1,0.381543421,-0.062676496,0.843,0.714,1,NO
CHCHD6,0.32171848,-0.062700794,0.857,0.871,1,NO
MIR628,0.770837722,-0.062735755,0.386,0.329,1,NO
WEE2-AS1,NA,-0.062735755,0.257,0.186,NA,NO
NOP56P1,0.83421138,-0.062735755,0.157,0.243,1,NO
ADAR,0.91150139,-0.062750974,0.986,0.857,1,NO
STYXL1,0.760275286,-0.062967481,0.771,0.757,1,NO
ASB3,0.62469837,-0.063062268,0.729,0.686,1,NO
RAB28,0.215767295,-0.063132792,0.914,0.857,1,NO
MCPH1,NA,-0.063147719,0.814,0.729,NA,NO
SLC39A10,0.99635093,-0.063196083,0.971,0.957,1,NO
ZNF787,0.835070842,-0.063251556,0.743,0.614,1,NO
SLC8A1-AS1,0.975781465,-0.063306928,0.971,0.786,1,NO
FAM208A,0.879669163,-0.063325935,0.957,0.729,1,NO
SNORD50A,0.74693298,-0.06342538,0.1,0.171,1,NO
FAM90A2P,0.891264958,-0.06342538,0.1,0.114,1,NO
RNA5SP366,0.923083508,-0.06342538,0.129,0.1,1,NO
EIF4A2P4,0.932928754,-0.06342538,0.2,0.229,1,NO
KDM4A,0.724454664,-0.063638286,0.829,0.743,1,NO
YWHAQ,0.580719286,-0.063758338,1,0.971,1,NO
PRKDC,0.436087569,-0.063794866,0.971,0.957,1,NO
GAPDHP66,0.918030822,-0.064130337,0.271,0.3,1,NO
C1QL1,NA,-0.064130337,0.114,0.086,NA,NO
PRSS54,NA,-0.064130337,0.1,0.1,NA,NO
USP32P1,0.907061611,-0.06427164,0.914,0.857,1,NO
TIMM21,0.432068164,-0.064334642,0.629,0.486,1,NO
KPNA1,0.906217595,-0.064347454,0.957,0.943,1,NO
SUN2,0.610098149,-0.064616503,0.786,0.657,1,NO
MTCH1,NA,-0.064659282,0.986,0.971,NA,NO
ZFAND3,0.803408525,-0.064775141,0.986,0.971,1,NO
POU6F1,0.600806572,-0.064792097,0.8,0.729,1,NO
DCP1B,NA,-0.065055884,0.414,0.229,NA,NO
LINC00885,NA,-0.065095028,0.229,0.229,NA,NO
PAICSP4,0.843553743,-0.065151177,0.957,0.857,1,NO
LY86-AS1,0.757540012,-0.065285652,0.914,0.857,1,NO
PSMA6P1,NA,-0.06529146,0.229,0.2,NA,NO
MACROD2,0.495293894,-0.065701193,0.986,0.971,1,NO
CCDC91,0.953546306,-0.065780075,0.971,0.857,1,NO
CMIP,0.71356813,-0.065876362,0.971,0.986,1,NO
ATP6V1E1,0.537523576,-0.065970657,0.971,0.886,1,NO
LINC01288,NA,-0.06608919,0.2,0.114,NA,NO
LINC01499,NA,-0.06608919,0.143,0.214,NA,NO
LINC00597,0.734938796,-0.06608919,0.443,0.286,1,NO
HUWE1,0.781999622,-0.066298127,0.971,0.929,1,NO
NOB1,0.816622129,-0.066358066,0.629,0.443,1,NO
ENTPD6,0.330331362,-0.066592179,0.957,0.757,1,NO
LAMC1,0.672307915,-0.066804512,0.843,0.829,1,NO
ZFYVE27,0.34308913,-0.067001854,0.857,0.686,1,NO
NUDCP1,0.733505293,-0.067114196,0.286,0.214,1,NO
BICD2,0.573752839,-0.067309935,0.771,0.614,1,NO
IRS1,NA,-0.067427928,0.429,0.3,NA,NO
RABL3,0.581950854,-0.067437199,0.7,0.5,1,NO
WFIKKN1,NA,-0.067506819,0.171,0.143,NA,NO
SRSF1,0.78250312,-0.0676545,0.957,0.829,1,NO
EFNB3,0.20601544,-0.067659055,0.571,0.571,1,NO
GRM7,0.407348594,-0.067733018,0.943,0.986,1,NO
TMF1,0.120439673,-0.067778114,0.914,0.871,1,NO
MCTS1,0.739405367,-0.067984075,0.714,0.529,1,NO
INTS4P1,0.670376534,-0.068045387,0.729,0.586,1,NO
NPY5R,NA,-0.068064275,0.186,0.143,NA,NO
MAGED1,0.910120788,-0.068116472,0.971,0.871,1,NO
HMGB1P21,NA,-0.068171503,0.129,0.114,NA,NO
ZNF560,NA,-0.068171503,0.2,0.2,NA,NO
TMEM115,NA,-0.068306013,0.571,0.286,NA,NO
MRPS30,0.903394146,-0.068508778,0.771,0.571,1,NO
TIAM1,0.9149465,-0.068550554,0.986,1,1,NO
NRG3-AS1,0.615377596,-0.06871275,0.3,0.329,1,NO
GCDH,0.473813601,-0.068838876,0.329,0.286,1,NO
MANBA,0.553252824,-0.068853825,0.886,0.771,1,NO
PIK3R4,0.753621992,-0.068978379,0.814,0.714,1,NO
SNORA67,0.602049427,-0.069124361,0.743,0.5,1,NO
POLA2,0.99547215,-0.069262662,0.5,0.5,1,NO
ANKRD11,0.962990129,-0.06935883,0.971,1,1,NO
C6orf226,0.689254674,-0.069447928,0.443,0.243,1,NO
SNORA78,0.902433091,-0.069540933,0.1,0.114,1,NO
DUXA,0.955485835,-0.069540933,0.129,0.086,1,NO
KIAA1614,0.946271574,-0.069569848,0.5,0.5,1,NO
AKAP8,0.495423003,-0.069587295,0.871,0.9,1,NO
RCN1,0.490120524,-0.069648557,0.671,0.443,1,NO
SDR9C7,0.943698779,-0.069708972,0.114,0.057,1,NO
CDC6,0.311128059,-0.069721006,0.529,0.471,1,NO
HRSP12,0.811684187,-0.069745411,0.529,0.314,1,NO
EXOSC2,NA,-0.069770278,0.557,0.414,NA,NO
ABHD16B,NA,-0.069821449,0.1,0.057,NA,NO
ATG7,0.999113582,-0.069965098,0.971,0.986,1,NO
PPP5D1,0.661278771,-0.069972906,0.643,0.743,1,NO
STEAP2,0.969704683,-0.069997699,0.771,0.643,1,NO
PHTF1,0.495036885,-0.070104238,0.986,0.914,1,NO
UNKL,0.918244672,-0.070271079,0.714,0.657,1,NO
STX6,0.654040412,-0.070312737,0.971,0.914,1,NO
CLSPN,0.815899975,-0.070389328,0.586,0.486,1,NO
COX7A2P1,0.901636018,-0.070389328,0.114,0.086,1,NO
VAV3-AS1,NA,-0.070389328,0.186,0.157,NA,NO
CORO6,0.920557972,-0.070570582,0.986,0.886,1,NO
RDH13,0.893618377,-0.070689296,0.671,0.643,1,NO
GLUD1,0.536507178,-0.071040292,0.971,0.843,1,NO
PRAP1,0.905831003,-0.071083098,0.143,0.086,1,NO
OXR1,0.937419129,-0.071174498,0.986,0.971,1,NO
TPD52,0.451608735,-0.071205479,0.943,0.886,1,NO
STRCP1,0.908936408,-0.071258683,0.071,0.114,1,NO
BCORP1,0.921182415,-0.071258683,0.129,0.129,1,NO
NPIPA3,0.921942879,-0.071258683,0.114,0.129,1,NO
MYL6P2,0.925388825,-0.071258683,0.1,0.029,1,NO
SNX21,0.88878689,-0.071338782,0.314,0.314,1,NO
NMRK2,0.973860317,-0.071384633,0.243,0.243,1,NO
PIK3R2,0.812642736,-0.071470035,0.786,0.657,1,NO
ZNF774,0.337256019,-0.071479388,0.214,0.186,1,NO
THAP7,0.591333602,-0.071553261,0.314,0.243,1,NO
RABEP1,0.892839084,-0.071769357,0.986,1,1,NO
ARHGEF10,0.669579992,-0.071848561,0.814,0.771,1,NO
HERC4,0.654311668,-0.071856251,0.971,0.957,1,NO
UNC93B3,NA,-0.071892918,0.129,0.1,NA,NO
EBF4,NA,-0.072011245,0.229,0.2,NA,NO
TTLL10,0.712470074,-0.072451794,0.414,0.157,1,NO
RAD51-AS1,0.966170626,-0.072582002,0.286,0.214,1,NO
BAK1P1,NA,-0.072756342,0.143,0.214,NA,NO
PLCD4,NA,-0.072850565,0.3,0.257,NA,NO
MIR324,0.913039722,-0.073063462,0.071,0.1,1,NO
WDSUB1,0.299417631,-0.073217997,0.643,0.614,1,NO
DBF4,0.249797137,-0.073361878,0.729,0.757,1,NO
DVL3,0.903843426,-0.073367682,0.871,0.743,1,NO
VIPAS39,0.48201072,-0.073462162,0.486,0.4,1,NO
DNAH17,0.708318157,-0.073531808,1,1,1,NO
FMNL2,0.829395859,-0.07360785,1,0.986,1,NO
PAPD4,0.385323406,-0.073623876,0.943,0.871,1,NO
TNK2,0.562398413,-0.073657042,0.929,0.8,1,NO
LEMD3,0.161025245,-0.073675043,0.857,0.843,1,NO
TMOD1,0.997365224,-0.073839526,0.957,0.914,1,NO
RPL31P36,0.954150482,-0.074000581,0.2,0.114,1,NO
LINC00634,NA,-0.074000581,0.371,0.257,NA,NO
SLC9B1P2,0.740736449,-0.074000581,0.157,0.229,1,NO
B4GALNT2,0.802311771,-0.074000581,0.186,0.343,1,NO
CCSER2,0.563729737,-0.07407444,1,0.914,1,NO
KCNAB2,0.514090984,-0.074114511,0.986,0.943,1,NO
MYSM1,0.82141498,-0.074133103,0.929,0.843,1,NO
PSMD6,0.925553961,-0.074203621,0.886,0.757,1,NO
SAMD4B,0.693397338,-0.074204987,0.886,0.829,1,NO
TP53INP2,0.929409026,-0.074251754,0.714,0.6,1,NO
ICK,0.79861303,-0.074493726,0.429,0.386,1,NO
ADAMTS16,0.776921789,-0.074572268,0.771,0.743,1,NO
FNBP4,0.810166167,-0.074840509,0.986,1,1,NO
RANP6,0.906992762,-0.074962058,0.057,0.129,1,NO
RRN3P1,0.513362003,-0.075166468,0.671,0.571,1,NO
NMNAT3,0.903493151,-0.075338544,0.414,0.343,1,NO
ANKS3,0.657925177,-0.075418663,0.9,0.9,1,NO
ISLR2,NA,-0.075452228,0.329,0.357,NA,NO
GAPDHP61,0.999192526,-0.075551033,0.157,0.171,1,NO
PSMD3,0.954212483,-0.075600532,0.829,0.686,1,NO
C8A,NA,-0.075831413,0.214,0.114,NA,NO
PAN3,0.940862887,-0.075833446,0.929,0.971,1,NO
ATAT1,0.416949231,-0.075900114,0.686,0.614,1,NO
SRPK2P,0.914286222,-0.075948853,0.057,0.1,1,NO
TOMM20P4,0.915178544,-0.075948853,0.057,0.1,1,NO
ZNF962P,0.918723051,-0.075948853,0.043,0.1,1,NO
MIR3661,0.961536397,-0.075948853,0.043,0.1,1,NO
CRIP3,0.922442776,-0.075948853,0.214,0.243,1,NO
SLAIN2,0.318236922,-0.076101024,0.843,0.786,1,NO
TSC2,0.940283237,-0.076469776,0.943,0.886,1,NO
SNAPC2,0.958873536,-0.076574525,0.443,0.386,1,NO
ANKRD18B,0.148400748,-0.07671184,0.871,0.771,1,NO
SERINC5,0.605144292,-0.076875076,0.914,0.886,1,NO
NUP210,0.694631624,-0.076995114,0.686,0.5,1,NO
UTP6,0.83193881,-0.077059366,0.871,0.871,1,NO
ST6GALNAC5,0.926051587,-0.077068172,0.971,0.943,1,NO
PGLYRP1,NA,-0.077076223,0.114,0.114,NA,NO
SLC25A23,0.524399083,-0.077142656,0.9,0.814,1,NO
SNORA19,0.603727675,-0.077167861,0.071,0.214,1,NO
RPS2P29,0.949828733,-0.077167861,0.114,0.057,1,NO
MUC5B,0.780979879,-0.077305726,0.2,0.1,1,NO
HERC2P2,0.841977864,-0.077319269,0.971,0.914,1,NO
ALAD,0.8986116,-0.077342089,0.557,0.514,1,NO
PSTK,NA,-0.077347349,0.571,0.5,NA,NO
ADGRL3,0.359436643,-0.077412996,1,0.986,1,NO
RRP7BP,0.435711438,-0.077661973,0.757,0.586,1,NO
DRICH1,0.675877675,-0.077781121,0.371,0.343,1,NO
MRPL46,0.755977775,-0.077815477,0.5,0.314,1,NO
FBXO42,0.800147665,-0.077862152,0.957,0.9,1,NO
PPIAP11,0.92866319,-0.078002512,0.243,0.157,1,NO
KISS1,0.947303992,-0.078002512,0.1,0.057,1,NO
NLRP11,0.970162137,-0.078002512,0.243,0.257,1,NO
ACSM1,NA,-0.078002512,0.114,0.114,NA,NO
OPA1,0.774196673,-0.078086253,0.971,0.886,1,NO
ZFR,0.977251205,-0.078145772,0.986,1,1,NO
CSTF3,0.937516027,-0.078154237,0.943,0.814,1,NO
TMEM126B,0.874079076,-0.078324219,0.8,0.7,1,NO
ANAPC4,0.698287785,-0.078474058,0.814,0.771,1,NO
SYNJ2BP,0.659530666,-0.078870038,0.614,0.429,1,NO
CDR2,0.706763672,-0.078994239,0.586,0.471,1,NO
POGZ,0.556336722,-0.079209521,0.971,0.9,1,NO
CLEC16A,0.312646318,-0.079221222,0.971,0.957,1,NO
CLIP2,0.865716732,-0.079297992,0.986,0.971,1,NO
INO80C,0.858787179,-0.079434467,0.757,0.557,1,NO
IQGAP1,0.873199403,-0.079528384,0.929,0.943,1,NO
MTIF3,NA,-0.079659449,0.729,0.529,NA,NO
BMS1P5,0.819757819,-0.079700492,0.743,0.614,1,NO
LMO7,0.580166438,-0.079710823,0.943,0.943,1,NO
SEC14L1P1,0.96832163,-0.079968305,0.243,0.157,1,NO
SMAD6,NA,-0.080170349,0.2,0.129,NA,NO
FAM206A,0.646226146,-0.080193809,0.571,0.514,1,NO
CDKL1,0.817446585,-0.080228263,0.9,0.814,1,NO
PRPF4B,0.820516284,-0.080286564,0.957,0.843,1,NO
CCNL2,0.807983702,-0.080331292,0.957,0.929,1,NO
GPRC6A,NA,-0.080418682,0.214,0.129,NA,NO
NOL4,0.273855613,-0.080426732,0.971,1,1,NO
LINC01122,0.585745269,-0.080440588,0.943,0.886,1,NO
ARMC6,0.940338984,-0.080489918,0.557,0.486,1,NO
LAMB2,0.713749542,-0.080731272,0.214,0.143,1,NO
SLC35F2,0.578549364,-0.080892981,0.629,0.557,1,NO
VSIG10L,NA,-0.080919995,0.114,0.029,NA,NO
RNF216,0.645104334,-0.080968842,0.971,0.957,1,NO
NAV3,0.834702718,-0.080971821,1,1,1,NO
PTPN4,0.381640864,-0.081020802,0.943,0.957,1,NO
IFT81,0.741372087,-0.081062118,0.771,0.786,1,NO
PMS1,0.858114866,-0.081065369,0.871,0.743,1,NO
CDK8,0.104637892,-0.081073867,0.886,0.871,1,NO
MLLT1,0.48740115,-0.081113059,0.757,0.657,1,NO
SNAPC4,0.836252039,-0.081136763,0.786,0.643,1,NO
ANKRD20A2,0.703257623,-0.081136763,0.314,0.3,1,NO
SMG6,0.979003679,-0.081168582,0.957,0.971,1,NO
IQCJ-SCHIP1,0.748015702,-0.081178404,0.714,0.671,1,NO
ZW10,0.451005666,-0.081183364,0.586,0.514,1,NO
PIGN,0.844187202,-0.081276405,0.8,0.671,1,NO
LMNA,0.401828122,-0.081344533,0.757,0.857,1,NO
DKFZp434J0226,0.699597208,-0.081427599,0.143,0.114,1,NO
SLA2,0.103531187,-0.081474061,0.614,0.643,1,NO
RHOBTB2,0.951426956,-0.081491498,0.857,0.786,1,NO
CCM2L,0.58376733,-0.081529885,0.386,0.386,1,NO
GORASP2,0.598556572,-0.081577181,0.843,0.714,1,NO
PROX2,NA,-0.081587534,0.271,0.214,NA,NO
CA7,0.841280129,-0.081613766,0.614,0.457,1,NO
ADGRV1,0.768980599,-0.081618962,0.914,0.914,1,NO
TRAPPC13,0.30932011,-0.081724397,0.871,0.8,1,NO
CNIH1,0.797196775,-0.081725875,0.814,0.743,1,NO
PRPF38B,0.88921419,-0.081870892,0.971,0.914,1,NO
KIAA1328,0.748892692,-0.081910481,0.914,0.886,1,NO
ATP6V0E2,0.568005336,-0.082205795,0.843,0.7,1,NO
PRPSAP1,0.461438922,-0.082214763,0.757,0.743,1,NO
GIT2,0.631446876,-0.082258485,0.886,0.871,1,NO
ADGRD1,0.422741335,-0.082266182,0.343,0.314,1,NO
THOC1,0.512325454,-0.08228059,0.914,0.871,1,NO
