gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,color
Dock11,0.002698014,-0.134798772,0.791,0.696,1,NO
Zdhhc22,0.003545871,-0.134832408,0.588,0.48,1,NO
Hlcs,0.011919721,-0.134838765,0.646,0.568,1,NO
Dync1li1,0.000152808,-0.134871564,0.881,0.793,1,NO
Xbp1,1.08E-05,-0.134958561,0.935,0.831,0.436163079,NO
Grsf1,0.00079426,-0.134965311,0.883,0.804,1,NO
Sssca1,0.017497557,-0.135056692,0.673,0.489,1,NO
Rab24,0.000133972,-0.135151537,0.896,0.757,1,NO
Chd2,1.73E-07,-0.135158593,0.962,0.919,0.006975114,NO
Usp32,1.30E-06,-0.135225236,0.964,0.944,0.052258206,NO
Usp21,0.000146078,-0.135303138,0.759,0.613,1,NO
Sccpdh,0.009535014,-0.135321964,0.703,0.592,1,NO
Gm8149,0.502223078,-0.135335687,0.122,0.081,1,NO
Smarca2,2.01E-05,-0.135497613,0.975,0.896,0.807250778,NO
Lypd6,0.03101124,-0.135652058,0.606,0.378,1,NO
Ino80,0.00112729,-0.135685904,0.903,0.815,1,NO
Wdr41,0.002602262,-0.135690613,0.757,0.581,1,NO
E330034G19Rik,0.012289817,-0.13569158,0.106,0.198,1,NO
Gpi1,5.27E-11,-0.135769914,0.993,0.966,2.12E-06,NO
Map6,0.000281496,-0.135810876,0.89,0.757,1,NO
Tmem68,0.011352075,-0.135828316,0.691,0.509,1,NO
Chtf8,0.401924927,-0.13598095,0.275,0.194,1,NO
Paip2,6.52E-09,-0.13614022,0.973,0.892,0.000262185,NO
Mesdc1,0.01699163,-0.136256638,0.383,0.234,1,NO
Cdk14,0.000305271,-0.136280727,0.959,0.881,1,NO
Tomm40l,0.008895113,-0.136419198,0.7,0.568,1,NO
Ensa,5.31E-08,-0.136456413,0.975,0.926,0.002136143,NO
Rbks,0.212012506,-0.136486003,0.345,0.225,1,NO
Eif4enif1,0.001939509,-0.136634692,0.804,0.714,1,NO
Usp4,0.000662494,-0.136709394,0.856,0.757,1,NO
